"stid","dsid","name","area","edited","notes","type","avg_int","max_int","controls","Core.top","Biostratigraphic..pollen","Radiocarbon","Radiocarbon..average.of.two.or.more.dates","Deglaciation","Guess","Tephra","Radiocarbon..reservoir.correction","Extrapolated","Core.bottom","Annual.laminations..varves.","Interpolated","Other.dating.methods","Radiocarbon..calibrated","Sediment.stratigraphic","Ambrosia.rise","X23","European.settlement.horizon","Lead.210","Introduced.Pinus.rise","Tsuga.decline","Radiocarbon..calibrated.from.calendar.years","Radiocarbon..infinite","Heinrich.stadials","Interpolated..corrected.for.compaction","Stratigraphic","Picea.decline","Historical.fire","Historical.documentation","Biostratigraphic","Casuarina.rise","Caesium.137","Salsola.rise","Geochronologic","Marine.isotope.stage.event","X","Y","geometry"
14056,21826,"Sunwapta Pass Bog 1",2,1,"From thesis.","Palu","NA","-Inf",2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-117.181465,52.21426,"c(-117.181465, 52.21426)"
14225,22244,"Quidi Vidi Lake",47,2,"Looks fine","Lacu",-4.72666666666667,32,21,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",20,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-52.68972,47.581245,"c(-52.68972, 47.581245)"
29,29,"Lake Allie",203.8,2,"Confirmed lake by site description: kettle lake","Lac",115,115,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.5579,44.8036,"c(-94.5579, 44.8036)"
30,30,"Almora Lake",16.2,2,"Confirmed lake: site description and publication.","Lac",1440,2600,6,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.293611,46.206111,"c(-95.293611, 46.206111)"
196,3131,"Hell's Kitchen Lake",3,2,"Confirmed kettle lake:site description, Gajewski","Lac",514,663,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.702685,46.18693,"c(-89.702685, 46.18693)"
203,203,"Anderson Pond",35,3,"Min info on location. Changed area: Liu et al 2013","NA",2502.6,6240,11,1,1,9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.50132,36.03015,"c(-85.50132, 36.03015)"
203,15088,"Anderson Pond",35,3,"Min info on location. Changed area: Liu et al 2013","NA",1736.25,11935,13,"NA","NA",13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.50132,36.03015,"c(-85.50132, 36.03015)"
204,204,"Andree Bog",258.9,2,"Assumed correct location. Area from Cushing 1964","Pal",1200,1200,2,"NA",1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.25,45.725,"c(-93.25, 45.725)"
205,205,"Andrus Lake",13.4,2,"Diff lake name. Location and area: Kingston 1990","Lac",10.6363636363636,33,12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.040278,46.7,"c(-85.040278, 46.7)"
229,232,"Barchampe Lake",5.689423,"NA","NA","NA",2442,6250,4,1,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-83.253889,30.622222,"c(-83.253889, 30.622222)"
236,239,"Battle Ground Lake",11,1,"Moved a bit.  Confirmed on map.","Lacu",1445,2900,15,1,1,7,"NA","NA","NA",4,"NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-122.491667,45.8,"c(-122.491667, 45.8)"
238,241,"Black Bass Lake",13.4,2,"Confirmed lake, site description: kettle lake","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.703889,46.128056,"c(-93.703889, 46.128056)"
245,249,"Beckman Lake",9.5,1,"Confirmed site with Google Earth, changed area","Lac",2537.5,4790,5,1,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.183333,45.425,"c(-93.183333, 45.425)"
254,260,"Berry Pond",3.9,1,"Confirmed location and area: Whitehead 1979","Lac",1394.44444444444,2980,10,1,1,3,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-73.316667,42.5,"c(-73.316667, 42.5)"
266,272,"Big John Pond",1.9,2,"Assumed correct location in pond (unlabeled)","Lac",1113.66666666667,1990,4,1,1,"NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.970775,47.559175,"c(-94.970775, 47.559175)"
269,275,"Billy's Lake",2.7,2,"Assumed correct location in lake (unlabeled)","Lac",1655.66666666667,3780,7,1,"NA","NA","NA","NA","NA","NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.551555,46.27058,"c(-94.551555, 46.27058)"
272,278,"Black Pond",1.28,1,"Confirmed pond and area: Delcourt et al 1986","Lac",1286,2410,3,1,1,"NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-84.186667,35.620833,"c(-84.186667, 35.620833)"
273,20308,"Blacktail Pond",7.2302,2,"Confirmed Lake and Area","NA",715,1490,9,"NA","NA",9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-110.60071,44.95611,"c(-110.60071, 44.95611)"
290,296,"Bob Lake",30.8,2,"Confirmed lake, site description: kettle lake","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.614722,46.633611,"c(-92.614722, 46.633611)"
291,297,"Bog A Pond",0.8,2,"Assumed correct location in pond (unlabeled)","Lac","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.167455,47.17548,"c(-95.167455, 47.17548)"
299,305,"Bossuot Lake",40.1,2,"Confirmed lake, site description: kettle lake","Lac",157.5,200,3,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.73571,44.296475,"c(-93.73571, 44.296475)"
306,313,"Brown Lake",37,1,"Site description: lake. Area: Kingston et al 1990","Lac",11.2,34,11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.483333,45.783333,"c(-89.483333, 45.783333)"
307,314,"Brown's Bay, Lake Minnetonka",5573,2,"Confirmed location in site description","Lac",17,37,12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.545105,44.95769,"c(-93.545105, 44.95769)"
309,316,"Browns Pond",0.12,1,"Confirmed pond and area: Kneller and Peteet 1993","Lac",3426,7730,6,1,"NA",3,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-79.616389,38.154722,"c(-79.616389, 38.154722)"
311,318,"Buckbean Fen",47.172,1,"Confirmed location with publication, changed area","NA",1642.85714285714,2920,8,1,1,2,"NA","NA","NA","NA",2,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-110.260556,44.298611,"c(-110.260556, 44.298611)"
312,319,"Buck Lake",4.1,"NA","NA","NA",2756.66666666667,5750,4,1,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-81.332222,27.234444,"c(-81.332222, 27.234444)"
318,325,"Burntside Lake",2918.142139,2,"Confirmed lake, site description","Lac",174,174,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.994722,47.924167,"c(-91.994722, 47.924167)"
321,328,"Cahaba Pond",0.2,1,"Moved a bit based on map, area confirmed & based on paper.","Lacu",870,2760,14,1,"NA",13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-86.533333,33.5,"c(-86.533333, 33.5)"
325,332,"Camp 11 Lake",1.5,1,"Confirmed lake and area: Brubaker 1975","Lac",850,1875,13,1,1,11,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-88.016667,46.666667,"c(-88.016667, 46.666667)"
326,333,"Camp 12 Lake",35,1,"Site description: lage. Area: Kingston et al 1990","Lac",7.61538461538461,14,14,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",14,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.375,45.986111,"c(-89.375, 45.986111)"
327,334,"Campbell Lake",21.7,2,"Confirmed lake, site description: kettle lake","Lac",115,115,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.497645,44.70722,"c(-93.497645, 44.70722)"
333,340,"Caribou Bog",780,2,"Confirmed Bog. Approx area by 3.8x2.0 axes.","Pal",1569.66666666667,1940,7,1,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-68.77344,44.93672,"c(-68.77344, 44.93672)"
337,345,"Carter Site",0.697,1,"Confirmed site with Google Earth, changed area","NA",1030,1810,4,"NA","NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-84.680556,40.216667,"c(-84.680556, 40.216667)"
358,367,"Cheyenne Bottoms",503.7,"NA","NA","NA",5868,14780,6,"NA","NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-98.666667,38.466667,"c(-98.666667, 38.466667)"
364,375,"Chatsworth Bog",3.7,2,"Confirmed bog: King 1981","Pal",1384.44444444444,2570,10,"NA",1,7,"NA","NA",1,"NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-88.324435,40.675865,"c(-88.324435, 40.675865)"
371,382,"Cindy Pond",1.2,2,"Assumed correct location in pond (unlabeled)","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.938965,47.172305,"c(-94.938965, 47.172305)"
459,19997,"Wentworth Lake",52.15,2,"Confirmed with Google Earth, changed area","NA",2004.16666666667,3325,7,1,"NA",5,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-124.530695,48.00985,"c(-124.530695, 48.00985)"
478,489,"Clear Lake",1469.8,2,"Confirmed lake: Baker et al 1992","Lac",1040,2060,11,1,1,9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.42973,43.12507,"c(-93.42973, 43.12507)"
479,490,"Clear Lake",20.998048,3,"Minimum info on description and pubs. Loc in lake.","NA",2420,8000,6,1,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-86.544595,41.638535,"c(-86.544595, 41.638535)"
494,506,"Copley Lake",2.868528,"NA","NA","NA",2195.71428571429,4120,8,1,"NA",7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-107.0825,38.872222,"c(-107.0825, 38.872222)"
500,513,"Cottonwood Lake",223,2,"Seems right, but don't have the original publication.","Lacu",977,3803,13,1,1,10,"NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-99.90806,44.835435,"c(-99.90806, 44.835435)"
502,515,"Cottonwood Lake",100.1,2,"Confirmed lake, site description: kettle lake","Lac",105,105,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-96.01988,45.76101,"c(-96.01988, 45.76101)"
508,521,"Crazy Pond",3.2,2,"Assumed correct location in pond (unlabeled)","Lac",85,85,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.73495,47.182465,"c(-95.73495, 47.182465)"
519,533,"Cub Creek Pond",123.07,1,"Confirmed site and changed area","NA",6058,6866,3,1,"NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-110.283611,44.49,"c(-110.283611, 44.49)"
528,543,"Cygnet Lake Fen",140,1,"Large fen complex, with lakes inside.","Palu",1811.25,3280,9,1,"NA",6,"NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-110.6,44.65,"c(-110.6, 44.65)"
531,546,"Dark Lake",5.3,1,"Site description: lake. Area: Gajewski et al 1985","Lac",248.5,439,5,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.475,45.275,"c(-91.475, 45.275)"
534,550,"Davis Lake",3,1,"Seemed quite far off.  From Barnowsky paper.","Lacu",1536.94117647059,6340,18,1,"NA",16,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-122.25,46.591667,"c(-122.25, 46.591667)"
558,3493,"Mohawk Pond",6.945223,2,"Confirmed lake, site description: kettle lake","Lac",1107.14285714286,2620,15,"NA",1,13,"NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-73.292685,41.81115,"c(-73.292685, 41.81115)"
562,3789,"Tom Swamp",57.2,2,"Confirmed swamp location: Davis 1958","Pal",1166.66666666667,1500,4,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.2125,42.516667,"c(-72.2125, 42.516667)"
562,3790,"Tom Swamp",57.2,2,"Confirmed swamp location: Davis 1958","Pal",1578.75,4650,9,"NA",1,8,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.2125,42.516667,"c(-72.2125, 42.516667)"
655,671,"Dead Man Lake",56.77,2,"Confirmed lake, changed area","NA",4200,5300,3,"NA","NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-108.951667,36.2375,"c(-108.951667, 36.2375)"
663,681,"Denton Lake",20,1,"Site descripiton: lake. Area: Kingston et al 1990","Lac",8.16666666666667,25,13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",13,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.316667,45.85,"c(-89.316667, 45.85)"
665,683,"Devils Lake, Main Bay",44824,"NA","NA","NA",6100,6100,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-98.950595,48.031535,"c(-98.950595, 48.031535)"
666,684,"Devils Lake",151.5,2,"Confirmed lake by site description","Lac",1255,1930,11,1,"NA",9,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.73205,43.4178,"c(-89.73205, 43.4178)"
679,699,"Dismal Swamp (91)",46752.9369,2,"Confirmed swamp: Whitehead 1972","Pal",2966.66666666667,5320,4,1,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-76.45,36.583333,"c(-76.45, 36.583333)"
699,719,"Dome Creek Meadow",12.3,"NA","NA","NA",2128.6,4639,6,1,1,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-107.050833,40.024167,"c(-107.050833, 40.024167)"
728,3130,"Heart Lake",20.68,1,"Confirmed Lake, Changed Area","NA",1377.77777777778,2780,10,1,2,7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-73.9675,44.180556,"c(-73.9675, 44.180556)"
751,3582,"Rockyhock Bay",23.9,2,"Confirmed Location with publication, changed area","NA",3957.14285714286,9600,8,1,1,6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-76.683333,36.166667,"c(-76.683333, 36.166667)"
753,772,"Duck Pond",5.1,2,"Confirmed pond. Changed area: Winkler 1985","Lac",1500,3580,9,1,1,5,1,"NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-70.0005,41.9327,"c(-70.0005, 41.9327)"
755,774,"Dunnigan Lake",33,1,"Site description: kettle lake. Area: Kingston 1990","Lac",9.07692307692308,17,14,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",14,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.641667,47.708333,"c(-91.641667, 47.708333)"
767,786,"Eggert Lake",20.9,2,"Confirmed lake, site description","Lac",157.5,200,3,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.619035,44.47012,"c(-93.619035, 44.47012)"
775,795,"Ely Lake",22.68,1,"Confirmed site with Google Earth, changed area","Lac",608.25,831,5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-75.833333,41.766667,"c(-75.833333, 41.766667)"
799,822,"Farquar Lake",25.3,2,"Confirmed lake, site description: kettle lake","Lac",115,115,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.16449,44.75815,"c(-93.16449, 44.75815)"
801,824,"Fawn Lake",48.9,2,"Confirmed lake, site description: kettle lake","Lac",95,95,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.753333,46.218889,"c(-94.753333, 46.218889)"
807,831,"First Pond",29.5,2,"Confirmed pond: description and Russel et al 1993","Lac",184,184,2,1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-75.026667,41.135278,"c(-75.026667, 41.135278)"
811,835,"Floating Island Lake",3.1,1,"Confirmed site with Google Earth, changed area","NA",1845,4330,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-107.466667,44.55,"c(-107.466667, 44.55)"
818,844,"Forest Lake",0.616,2,"Confirmed lake, changed area","NA",5613.5,6877,3,1,"NA","NA","NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-112.165833,46.451667,"c(-112.165833, 46.451667)"
824,850,"French Lake",17.8,2,"Confirmed lake, Grimm 1983","Lac",871.25,1805,5,1,1,"NA","NA","NA","NA","NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.42074,44.945765,"c(-94.42074, 44.945765)"
827,853,"Frying Pan Lake",2.661,1,"Confirmed site with Google Earth, changed area","Lac",1636,2670,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-111.666667,38.616667,"c(-111.666667, 38.616667)"
841,869,"George Lake",35,2,"Confirmed lake, site description: kettle lake","Lac",157.5,200,3,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.87066,44.2329,"c(-93.87066, 44.2329)"
841,15245,"George Lake",35,2,"Confirmed lake, site description: kettle lake","Lac",103,103,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.87066,44.2329,"c(-93.87066, 44.2329)"
844,873,"Giles Lake",47.539514,2,"Confirmed lake: description and Russel et al 1993","Lac",32.6153846153846,210,14,1,1,2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-75.093333,41.376111,"c(-75.093333, 41.376111)"
937,966,"Gold Lake Bog",600,1,"Area confirmed in publication, site confirmed on Google Earth","NA",1550,3970,7,1,"NA",4,"NA","NA","NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-122.041667,43.65,"c(-122.041667, 43.65)"
940,969,"Goshen Springs",6.4,"NA","NA","NA",5500,17670,7,1,1,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-86.134167,31.721111,"c(-86.134167, 31.721111)"
