"stid","dsid","name","area","edited","notes","type","avg_int","max_int","controls","Core.top","Biostratigraphic..pollen","Radiocarbon","Radiocarbon..average.of.two.or.more.dates","Deglaciation","Guess","Tephra","Radiocarbon..reservoir.correction","Extrapolated","Core.bottom","Annual.laminations..varves.","Interpolated","Other.dating.methods","Radiocarbon..calibrated","Sediment.stratigraphic","Ambrosia.rise","X23","European.settlement.horizon","Lead.210","Introduced.Pinus.rise","Tsuga.decline","Radiocarbon..calibrated.from.calendar.years","Radiocarbon..infinite","Heinrich.stadials","Interpolated..corrected.for.compaction","Stratigraphic","Picea.decline","Historical.fire","Historical.documentation","Biostratigraphic","Casuarina.rise","Caesium.137","Salsola.rise","Geochronologic","Marine.isotope.stage.event","X","Y","geometry"
10083,15157,"Code Lake",2,"NA","NA","NA",943.714285714286,1680,8,1,"NA",7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-151.859995,67.15792,"c(-151.859995, 67.15792)"
10091,15167,"Elk Lake",118.1,2,"Confirmed lake, site descirption: kettle lake","Lac",108,108,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.21787,47.18919,"c(-95.21787, 47.18919)"
10091,15168,"Elk Lake",118.1,2,"Confirmed lake, site descirption: kettle lake","Lac",108,108,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.21787,47.18919,"c(-95.21787, 47.18919)"
10091,15169,"Elk Lake",118.1,2,"Confirmed lake, site descirption: kettle lake","Lac",108,108,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.21787,47.18919,"c(-95.21787, 47.18919)"
10091,15219,"Elk Lake",118.1,2,"Confirmed lake, site descirption: kettle lake","Lac",60,80,3,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.21787,47.18919,"c(-95.21787, 47.18919)"
10091,15269,"Elk Lake",118.1,2,"Confirmed lake, site descirption: kettle lake","Lac",9.90909090909091,20,12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",11,"NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.21787,47.18919,"c(-95.21787, 47.18919)"
10094,15175,"Last Chance Lake",7,"NA","NA","NA",541.25,720,5,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-150.745125,67.12406,"c(-150.745125, 67.12406)"
10100,15185,"Ruppert Lake",3,"NA","NA","NA",642.470588235294,1510,18,1,"NA",17,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-154.244985,67.07084,"c(-154.244985, 67.07084)"
10101,15187,"Wild Tussock Lake",15,"NA","NA","NA",952.166666666667,1948,7,1,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-151.383615,67.12648,"c(-151.383615, 67.12648)"
10102,15189,"Xindi Lake",7,"NA","NA","NA",-129.3,3625,11,1,"NA",10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-152.491385,67.111235,"c(-152.491385, 67.111235)"
10117,15221,"Caddo Creek (Core 1)",124.2,1,"Confirmed site with Google Earth, changed area","NA",841.5,1310,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.505225,32.043605,"c(-95.505225, 32.043605)"
10121,15228,"St. Clair Lake",57.5,2,"Confirmed lake: description and Birks et al 1975","Lac",100,100,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.88068,46.80338,"c(-95.88068, 46.80338)"
10128,15242,"Cowles Bog",6.370326,3,"Confirmed bog. Minimum info on publications","Pal",1508.25,2500,5,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.0945,41.6355,"c(-87.0945, 41.6355)"
10129,15244,"Pinhook Bog",38.996263,2,"Confirmed bog and location: site description","Pal",2005.5,2900,7,1,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-86.84671,41.61499,"c(-86.84671, 41.61499)"
10134,15254,"Little Horseshoe Lake",19.2,2,"Confirmed lake, site description: kettle lake","Lac",100,100,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.06903,45.590765,"c(-93.06903, 45.590765)"
10135,15256,"Cora Lake",30.7,2,"Confirmed lake, site description: kettle lake","Lac",109,109,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.32412,46.165285,"c(-95.32412, 46.165285)"
10137,15261,"Miller Woods Pond 21",1.290038,2,"Confirmed pond: description. Assumed correct loc.","Lac",2134,2134,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.27349,41.61189,"c(-87.27349, 41.61189)"
10138,15263,"Miller Woods Pond 32",1.972881,2,"Confirmed pond: description. Assumed correct loc.","Lac",2133,2133,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.282385,41.60682,"c(-87.282385, 41.60682)"
10139,15265,"Miller Woods Pond 44",0.876784,3,"Confirmed pond, but not loc. in a pond. Min info","Lac",2433,2433,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.293135,41.604275,"c(-87.293135, 41.604275)"
10140,15266,"Tamarack Lake",12,2,"Confirmed lake, site description: kettle lake","Lac",127,127,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.63464,44.87385,"c(-93.63464, 44.87385)"
10141,15268,"Miller Woods Pond 51",0.468825,3,"Confirmed pond, but not loc. in a pond. Min info","Lac",3034,3034,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.285365,41.603005,"c(-87.285365, 41.603005)"
10142,15270,"LaSalle Lake",99.2,1,"Site description: deep lake","Lac",7.9,20,31,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",31,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.16525,47.33732,"c(-95.16525, 47.33732)"
10144,15273,"Saint Olaf Lake",36,2,"Confirmed lake, site description","Lac",124,124,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.417225,43.90284,"c(-93.417225, 43.90284)"
10146,15277,"Williams Lake",37.1,2,"Confirmed lake, site description: kettle lake","Lac","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.66923,46.95391,"c(-94.66923, 46.95391)"
10146,15278,"Williams Lake",37.1,2,"Confirmed lake, site description: kettle lake","Lac","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.66923,46.95391,"c(-94.66923, 46.95391)"
10146,15279,"Williams Lake",37.1,2,"Confirmed lake, site description: kettle lake","Lac","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.66923,46.95391,"c(-94.66923, 46.95391)"
10146,15281,"Williams Lake",37.1,2,"Confirmed lake, site description: kettle lake","Lac",-7719,-7719,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.66923,46.95391,"c(-94.66923, 46.95391)"
10155,15292,"Byron-Bergen Swamp (Site 2)",800,"NA","NA","NA",1795.33333333333,3490,7,1,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-78.002715,43.09816,"c(-78.002715, 43.09816)"
10156,15294,"Long Lake",112.3,2,"Confirmed lake, site description: kettle lake","Lac",626.5,1342,5,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-93.556405,44.988845,"c(-93.556405, 44.988845)"
10157,15296,"Byron-Bergen Swamp (Site 1)",800,"NA","NA","NA",2816,3152,3,1,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-78.014515,43.09791,"c(-78.014515, 43.09791)"
10160,15302,"Emrick Lake",13.1,2,"Confirmed lake: site description","Lac",1942.33333333333,2640,7,1,"NA",6,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-89.59428,43.800155,"c(-89.59428, 43.800155)"
10163,15309,"East Soldier Lake",3.7,2,"Confirmed lake, site description: kettle lake","Lac",-707.25,3300,5,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-84.857625,46.34668,"c(-84.857625, 46.34668)"
10164,15311,"Guard Lake",7.9,2,"Confirmed lake, site description","Lac",2813,2813,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-84.77968,46.12683,"c(-84.77968, 46.12683)"
10172,15325,"Black Gum Swamp",10,2,"Changed area: Foster and Zebryk 1993","Pal",1303.11111111111,3150,10,1,2,7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.1829,42.5375,"c(-72.1829, 42.5375)"
10172,15327,"Black Gum Swamp",10,2,"Changed area: Foster and Zebryk 1993","Pal",6122,9634,3,1,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-72.1829,42.5375,"c(-72.1829, 42.5375)"
10181,15338,"Mount Davis Marsh",112.261316,3,"Located in a lake, but described as marsh??","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-79.2125,39.7785,"c(-79.2125, 39.7785)"
10184,15344,"Fargher Pond",13.577,2,"Confirmed Site with Google Earth, Changed area","NA",5535.28571428571,18097,8,1,"NA",7,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-122.51919,45.886765,"c(-122.51919, 45.886765)"
10195,15368,"Blue Lake Wetlands",1850,2,"Confirmed location and area: Louderback and Rhode","Pal",1317,7030,13,1,"NA",12,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-114.031395,40.49996,"c(-114.031395, 40.49996)"
10197,15371,"Ridge and Slough (02-05-20-13)",136555.123891,"NA","NA","NA",860.666666666667,1352,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.7375,26.102,"c(-80.7375, 26.102)"
10200,15377,"Ridge and Slough (02-05-20-14)",136555.123891,"NA","NA","NA",1346,2000,3,1,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.736,26.1025,"c(-80.736, 26.1025)"
10201,15379,"Ridge and Slough (02-05-21-2)",136555.123891,"NA","NA","NA",894,1450,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.768,25.8285,"c(-80.768, 25.8285)"
10202,15381,"Ridge and Slough (02-05-21-4)",136555.123891,"NA","NA","NA",950.666666666667,1420,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.7675,25.829,"c(-80.7675, 25.829)"
10203,15383,"Ridge and Slough (02-05-21-5)",136555.123891,"NA","NA","NA",1130.66666666667,1520,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-80.7675,25.829,"c(-80.7675, 25.829)"
10204,15385,"Flycatcher Basin",1.2,2,"Confirmed site with publication, changed area","NA",1492.4,3840,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-121.573,41.015,"c(-121.573, 41.015)"
10211,15403,"Deep Lake",18,2,"Confirmed lake: description and Hu et al 1997","Lac",5370,8130,3,1,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.398395,47.683805,"c(-95.398395, 47.683805)"
10212,15406,"Jan Lake",15.2,"NA","NA","NA",567,16960,23,1,"NA",22,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-143.91772,63.56466,"c(-143.91772, 63.56466)"
10213,15408,"Nichols Meadow",2.5,"NA","NA","NA",5799.5,6149,3,1,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-119.5785,37.4235,"c(-119.5785, 37.4235)"
10213,15410,"Nichols Meadow",2.5,"NA","NA","NA",8764.5,12389,3,1,"NA",2,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-119.5785,37.4235,"c(-119.5785, 37.4235)"
10219,15421,"Shingobee Lake",67.9,2,"Confirmed lake, site description","Lac","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-94.688245,47.004035,"c(-94.688245, 47.004035)"
10229,15463,"Benach Lake",6.1,2,"Site description: Wisconsin DNR waterbody ID","Lac",154,154,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.256,45.9275,"c(-92.256, 45.9275)"
10235,15479,"Camp Two Lake",9.5,2,"Confirmed lake: Lynch 2011","Lac",154,154,2,1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-91.4105,46.50045,"c(-91.4105, 46.50045)"
10239,15487,"Cowden Lake",51.7,2,"Confirmed lake. Changed area: Hupy and Yansa 2009","Lac",866.666666666667,1723,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.3568,43.35538,"c(-85.3568, 43.35538)"
10240,15489,"Ferry Lake",6.4,2,"Confirmed lake: Lynch 2011","Lac",-75,948,5,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.125,46.013,"c(-92.125, 46.013)"
10242,15492,"Hicks Lake",62.7,2,"Confirmed lake. Changed area: Hupy and Yansa 2009","Lac",922.666666666667,1857,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.283325,44.022755,"c(-85.283325, 44.022755)"
10251,15511,"Morrison Lake",131,2,"Confirmed lake. Changed area: Hupy and Yansa 2009","Lac",703,1846,4,1,"NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-85.2115,42.861,"c(-85.2115, 42.861)"
10252,15512,"Myrtle Lake",4.8,2,"Confirmed lake, site descirption","Lac","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-95.288315,47.2291,"c(-95.288315, 47.2291)"
10254,15514,"Nobles Pond",3.75,"NA","NA","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-81.48021,40.85622,"c(-81.48021, 40.85622)"
10255,15524,"Ochlockonee River Estuary",74.007325,"NA","NA","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-84.4625,30.0045,"c(-84.4625, 30.0045)"
10263,15879,"Fish Lake",6.5,"NA","NA","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-118.647285,42.73708,"c(-118.647285, 42.73708)"
10279,15586,"McCall Fen",17.6132,1,"Confirmed fen location: Doerner and Carrara 2001","NA",2339.28571428571,4250,8,1,"NA",4,"NA","NA","NA",3,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-116.0483,44.9253,"c(-116.0483, 44.9253)"
10280,15588,"Devil's Bathtub",0.7,"NA","NA","NA",1042.22222222222,1730,11,1,"NA",10,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-77.57376,43.02469,"c(-77.57376, 43.02469)"
10283,15592,"Southern Lake Michigan",5784291.830007,2,"Confirmed location: site description","Lac","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-87.345,41.8505,"c(-87.345, 41.8505)"
10287,15598,"Allenberg Bog",158,"NA","NA","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-78.878,42.252,"c(-78.878, 42.252)"
10288,15600,"Arrow Lake",10.5,"NA","NA","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-150.516965,60.752055,"c(-150.516965, 60.752055)"
10298,15627,"Portage Lake",11.6,"NA","NA","NA",1680,4181,6,1,"NA",5,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-150.533,60.716495,"c(-150.533, 60.716495)"
10299,15628,"Bear Lake",28331.45035,2,"Confirmed lake: Jimenez-Moreno et al 2007","Lac","NA","-Inf",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-111.33339,41.98435,"c(-111.33339, 41.98435)"
10304,15637,"Big Cypress (core 03-9-16-3)",239553.713233,"NA","NA","NA",151.5,210,3,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA",-80.873,25.7045,"c(-80.873, 25.7045)"
10305,15639,"Big Cypress (core 03-9-16-6)",239553.713233,"NA","NA","NA",151.5,210,3,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA",-80.87,25.695,"c(-80.87, 25.695)"
10309,15646,"Bluff Lake",1.3,"NA","NA","NA",1449.375,2285,10,1,"NA",9,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-122.55987,41.346515,"c(-122.55987, 41.346515)"
10316,15660,"Buck Lake",614.1,3,"Min. info, but found Buck Lake nearby","NA",1338.83333333333,2860,7,1,1,4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-86.35387,46.520515,"c(-86.35387, 46.520515)"
10325,15680,"Bunker Lake",3.2,"NA","NA","NA",2805.5,5662,5,1,"NA",3,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-120.386415,39.05359,"c(-120.386415, 39.05359)"
10326,15684,"Catahoula Lake (core CLR3)",6688.284422,"NA","NA","NA",3844,3844,2,1,"NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.13152,31.50844,"c(-92.13152, 31.50844)"
10326,15685,"Catahoula Lake (core CLR3)",6688.284422,"NA","NA","NA","NA","NA",0,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.13152,31.50844,"c(-92.13152, 31.50844)"
10326,15696,"Catahoula Lake (core CLR3)",6688.284422,"NA","NA","NA",906,2504,5,1,"NA",4,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-92.13152,31.50844,"c(-92.13152, 31.50844)"
10341,15715,"Dead Horse Lake",15,"NA","NA","NA",1994,6784,7,1,"NA",5,"NA","NA","NA",1,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",-120.775,42.558,"c(-120.775, 42.558)"
